Orthogroup	AJ972879.2	JX100813.1	KJ510414.1	MK473382.1	MK797984.1	NC_000866.4	NC_001604.1	NC_004629.1	NC_005880.2	NC_010326.1	NC_041928.1	Total
OG0000098	0	2	0	0	0	0	0	0	0	0	0	2
OG0000099	0	2	0	0	0	0	0	0	0	0	0	2
OG0000100	0	2	0	0	0	0	0	0	0	0	0	2
OG0000101	0	2	0	0	0	0	0	0	0	0	0	2
OG0000102	0	2	0	0	0	0	0	0	0	0	0	2
OG0000103	0	2	0	0	0	0	0	0	0	0	0	2
OG0000104	0	2	0	0	0	0	0	0	0	0	0	2
OG0000105	0	2	0	0	0	0	0	0	0	0	0	2
OG0000106	0	2	0	0	0	0	0	0	0	0	0	2
OG0000107	0	2	0	0	0	0	0	0	0	0	0	2
OG0000108	0	1	0	0	0	0	0	0	0	0	1	2
OG0000109	0	1	0	0	0	0	0	1	0	0	0	2
OG0000110	0	2	0	0	0	0	0	0	0	0	0	2
OG0000111	0	1	1	0	0	0	0	0	0	0	0	2
OG0000112	0	1	0	0	0	0	0	1	0	0	0	2
OG0000113	0	0	2	0	0	0	0	0	0	0	0	2
OG0000114	0	0	1	1	0	0	0	0	0	0	0	2
OG0000115	0	0	0	2	0	0	0	0	0	0	0	2
OG0000116	0	0	0	1	1	0	0	0	0	0	0	2
OG0000117	0	0	0	0	1	0	0	1	0	0	0	2
OG0000118	0	0	0	0	1	1	0	0	0	0	0	2
OG0000119	0	0	0	0	2	0	0	0	0	0	0	2
OG0000120	0	0	0	0	1	1	0	0	0	0	0	2
OG0000121	0	0	0	0	2	0	0	0	0	0	0	2
OG0000122	0	0	0	0	1	1	0	0	0	0	0	2
OG0000123	0	0	0	0	1	1	0	0	0	0	0	2
OG0000124	0	0	0	0	1	0	0	1	0	0	0	2
OG0000125	0	0	0	0	1	1	0	0	0	0	0	2
OG0000126	0	0	0	0	1	1	0	0	0	0	0	2
OG0000127	0	0	0	0	2	0	0	0	0	0	0	2
OG0000128	0	0	0	0	2	0	0	0	0	0	0	2
OG0000129	0	0	0	0	1	1	0	0	0	0	0	2
OG0000130	0	0	0	0	2	0	0	0	0	0	0	2
OG0000131	0	0	0	0	1	1	0	0	0	0	0	2
OG0000132	0	0	0	0	2	0	0	0	0	0	0	2
OG0000133	0	0	0	0	1	1	0	0	0	0	0	2
OG0000134	0	0	0	0	1	0	0	1	0	0	0	2
OG0000135	0	0	0	0	2	0	0	0	0	0	0	2
OG0000136	0	0	0	0	0	2	0	0	0	0	0	2
OG0000137	0	0	0	0	0	2	0	0	0	0	0	2
OG0000138	0	0	0	0	0	2	0	0	0	0	0	2
OG0000139	0	0	0	0	0	1	0	1	0	0	0	2
OG0000140	0	0	0	0	0	0	2	0	0	0	0	2
OG0000141	0	0	0	0	0	0	1	0	0	1	0	2
OG0000142	0	0	0	0	0	0	1	0	0	1	0	2
OG0000143	0	0	0	0	0	0	2	0	0	0	0	2
OG0000144	0	0	0	0	0	0	1	0	0	1	0	2
OG0000145	0	0	0	0	0	0	1	0	0	1	0	2
OG0000146	0	0	0	0	0	0	1	0	0	1	0	2
OG0000147	0	0	0	0	0	0	0	2	0	0	0	2
OG0000148	0	0	0	0	0	0	0	2	0	0	0	2
OG0000149	0	0	0	0	0	0	0	2	0	0	0	2
OG0000150	0	0	0	0	0	0	0	2	0	0	0	2
OG0000151	0	0	0	0	0	0	0	2	0	0	0	2
OG0000152	0	0	0	0	0	0	0	0	2	0	0	2
OG0000153	0	0	0	0	0	0	0	0	2	0	0	2
OG0000154	0	0	0	0	0	0	0	0	2	0	0	2
OG0000155	0	0	0	0	0	0	0	0	2	0	0	2
OG0000156	0	0	0	0	0	0	0	0	2	0	0	2
OG0000157	0	0	0	0	0	0	0	0	2	0	0	2
OG0000158	0	0	0	0	0	0	0	0	2	0	0	2
OG0000159	0	0	0	0	0	0	0	0	2	0	0	2
OG0000160	0	0	0	0	0	0	0	0	2	0	0	2
OG0000161	0	0	0	0	0	0	0	0	2	0	0	2
OG0000162	0	0	0	0	0	0	0	0	2	0	0	2
OG0000163	0	0	0	0	0	0	0	0	1	0	1	2
OG0000164	0	0	0	0	0	0	0	0	1	0	1	2
OG0000165	0	0	0	0	0	0	0	0	1	0	1	2
OG0000166	0	0	0	0	0	0	0	0	1	0	1	2
OG0000167	0	0	0	0	0	0	0	0	1	0	1	2
OG0000168	0	0	0	0	0	0	0	0	1	0	1	2
OG0000169	0	0	0	0	0	0	0	0	1	0	1	2
OG0000170	0	0	0	0	0	0	0	0	1	0	1	2
OG0000171	0	0	0	0	0	0	0	0	1	0	1	2
OG0000172	0	0	0	0	0	0	0	0	1	0	1	2
OG0000173	0	0	0	0	0	0	0	0	1	0	1	2
OG0000174	0	0	0	0	0	0	0	0	1	0	1	2
OG0000175	0	0	0	0	0	0	0	0	1	0	1	2
OG0000176	0	0	0	0	0	0	0	0	1	0	1	2
OG0000177	0	0	0	0	0	0	0	0	1	0	1	2
OG0000178	0	0	0	0	0	0	0	0	1	0	1	2
OG0000179	0	0	0	0	0	0	0	0	1	0	1	2
OG0000180	0	0	0	0	0	0	0	0	1	0	1	2
OG0000181	0	0	0	0	0	0	0	0	1	0	1	2
OG0000182	0	0	0	0	0	0	0	0	1	0	1	2
OG0000183	0	0	0	0	0	0	0	0	1	0	1	2
OG0000184	0	0	0	0	0	0	0	0	1	0	1	2
OG0000185	0	0	0	0	0	0	0	0	1	0	1	2
OG0000186	0	0	0	0	0	0	0	0	1	0	1	2
OG0000187	0	0	0	0	0	0	0	0	1	0	1	2
OG0000188	0	0	0	0	0	0	0	0	1	0	1	2
OG0000189	0	0	0	0	0	0	0	0	1	0	1	2
OG0000190	0	0	0	0	0	0	0	0	1	0	1	2
OG0000191	0	0	0	0	0	0	0	0	1	0	1	2
OG0000192	0	0	0	0	0	0	0	0	1	0	1	2
OG0000193	0	0	0	0	0	0	0	0	1	0	1	2
OG0000194	0	0	0	0	0	0	0	0	1	0	1	2
OG0000195	0	0	0	0	0	0	0	0	1	0	1	2
OG0000196	0	0	0	0	0	0	0	0	1	0	1	2
OG0000197	0	0	0	0	0	0	0	0	1	0	1	2
OG0000198	0	0	0	0	0	0	0	0	1	0	1	2
OG0000199	0	0	0	0	0	0	0	0	1	0	1	2
OG0000200	0	0	0	0	0	0	0	0	1	0	1	2
OG0000201	0	0	0	0	0	0	0	0	1	0	1	2
OG0000202	0	0	0	0	0	0	0	0	1	0	1	2
OG0000203	0	0	0	0	0	0	0	0	1	0	1	2
OG0000204	0	0	0	0	0	0	0	0	1	0	1	2
OG0000205	0	0	0	0	0	0	0	0	1	0	1	2
OG0000206	0	0	0	0	0	0	0	0	1	0	1	2
OG0000207	0	0	0	0	0	0	0	0	1	0	1	2
OG0000208	0	0	0	0	0	0	0	0	1	0	1	2
OG0000209	0	0	0	0	0	0	0	0	1	0	1	2
OG0000210	0	0	0	0	0	0	0	0	1	0	1	2
OG0000211	0	0	0	0	0	0	0	0	1	0	1	2
OG0000212	0	0	0	0	0	0	0	0	1	0	1	2
OG0000213	0	0	0	0	0	0	0	0	1	0	1	2
OG0000214	0	0	0	0	0	0	0	0	1	0	1	2
OG0000215	0	0	0	0	0	0	0	0	1	0	1	2
OG0000216	0	0	0	0	0	0	0	0	1	0	1	2
OG0000217	0	0	0	0	0	0	0	0	1	0	1	2
OG0000218	0	0	0	0	0	0	0	0	1	0	1	2
OG0000219	0	0	0	0	0	0	0	0	1	0	1	2
OG0000220	0	0	0	0	0	0	0	0	1	0	1	2
OG0000221	0	0	0	0	0	0	0	0	1	0	1	2
OG0000222	0	0	0	0	0	0	0	0	1	0	1	2
OG0000223	0	0	0	0	0	0	0	0	1	0	1	2
OG0000224	0	0	0	0	0	0	0	0	1	0	1	2
OG0000225	0	0	0	0	0	0	0	0	1	0	1	2
OG0000226	0	0	0	0	0	0	0	0	1	0	1	2
OG0000227	0	0	0	0	0	0	0	0	1	0	1	2
OG0000228	0	0	0	0	0	0	0	0	1	0	1	2
OG0000229	0	0	0	0	0	0	0	0	1	0	1	2
OG0000230	0	0	0	0	0	0	0	0	1	0	1	2
OG0000231	0	0	0	0	0	0	0	0	1	0	1	2
OG0000232	0	0	0	0	0	0	0	0	1	0	1	2
OG0000233	0	0	0	0	0	0	0	0	1	0	1	2
OG0000234	0	0	0	0	0	0	0	0	1	0	1	2
OG0000235	0	0	0	0	0	0	0	0	1	0	1	2
OG0000236	0	0	0	0	0	0	0	0	1	0	1	2
OG0000237	0	0	0	0	0	0	0	0	1	0	1	2
OG0000238	0	0	0	0	0	0	0	0	1	0	1	2
OG0000239	0	0	0	0	0	0	0	0	1	0	1	2
OG0000240	0	0	0	0	0	0	0	0	1	0	1	2
OG0000241	0	0	0	0	0	0	0	0	1	0	1	2
OG0000242	0	0	0	0	0	0	0	0	1	0	1	2
OG0000243	0	0	0	0	0	0	0	0	1	0	1	2
OG0000244	0	0	0	0	0	0	0	0	1	0	1	2
OG0000245	0	0	0	0	0	0	0	0	1	0	1	2
OG0000246	0	0	0	0	0	0	0	0	1	0	1	2
OG0000247	0	0	0	0	0	0	0	0	1	0	1	2
OG0000248	0	0	0	0	0	0	0	0	1	0	1	2
OG0000249	0	0	0	0	0	0	0	0	1	0	1	2
OG0000250	0	0	0	0	0	0	0	0	1	0	1	2
OG0000251	0	0	0	0	0	0	0	0	1	0	1	2
OG0000252	0	0	0	0	0	0	0	0	1	0	1	2
OG0000253	0	0	0	0	0	0	0	0	2	0	0	2
OG0000254	0	0	0	0	0	0	0	0	0	2	0	2
OG0000255	0	0	0	0	0	0	0	0	0	0	2	2
OG0000256	0	0	0	0	0	0	0	0	0	0	2	2
